"GOV","Government","TAX","Tax","VAR","Variable","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1972","1972","EUR","Euro","9","billions",,,0.115114,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1973","1973","EUR","Euro","9","billions",,,0.118384,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1974","1974","EUR","Euro","9","billions",,,0.133645,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1975","1975","EUR","Euro","9","billions",,,0.171944,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1976","1976","EUR","Euro","9","billions",,,0.18815,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1977","1977","EUR","Euro","9","billions",,,0.191275,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1978","1978","EUR","Euro","9","billions",,,0.211623,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1979","1979","EUR","Euro","9","billions",,,0.213585,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1980","1980","EUR","Euro","9","billions",,,0.231027,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1981","1981","EUR","Euro","9","billions",,,0.257262,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1982","1982","EUR","Euro","9","billions",,,0.262204,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1983","1983","EUR","Euro","9","billions",,,0.2912,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1984","1984","EUR","Euro","9","billions",,,0.302319,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1985","1985","EUR","Euro","9","billions",,,0.307261,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1986","1986","EUR","Euro","9","billions",,,0.314455,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1987","1987","EUR","Euro","9","billions",,,0.325284,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1988","1988","EUR","Euro","9","billions",,,0.329281,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1989","1989","EUR","Euro","9","billions",,,0.337638,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1990","1990","EUR","Euro","9","billions",,,0.354861,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1991","1991","EUR","Euro","9","billions",,,0.357405,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1992","1992","EUR","Euro","9","billions",,,0.411256,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1993","1993","EUR","Euro","9","billions",,,0.427462,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1994","1994","EUR","Euro","9","billions",,,0.444685,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1995","1995","EUR","Euro","9","billions",,,0.457958,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1996","1996","EUR","Euro","9","billions",,,0.47194,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1997","1997","EUR","Euro","9","billions",,,0.483778,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1998","1998","EUR","Euro","9","billions",,,0.496589,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","1999","1999","EUR","Euro","9","billions",,,0.51482,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2000","2000","EUR","Euro","9","billions",,,0.526365,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2001","2001","EUR","Euro","9","billions",,,0.544591,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2002","2002","EUR","Euro","9","billions",,,0.555548,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2003","2003","EUR","Euro","9","billions",,,0.577154,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2004","2004","EUR","Euro","9","billions",,,0.589117,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2005","2005","EUR","Euro","9","billions",,,0.606643,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2006","2006","EUR","Euro","9","billions",,,0.613643,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2007","2007","EUR","Euro","9","billions",,,0.625956,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2008","2008","EUR","Euro","9","billions",,,0.651046,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2009","2009","EUR","Euro","9","billions",,,0.667337,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2010","2010","EUR","Euro","9","billions",,,0.681942,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2011","2011","EUR","Euro","9","billions",,,0.693492,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","AUT","Austria","2012","2012","EUR","Euro","9","billions",,,0.696367,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1965","1965","EUR","Euro","9","billions",,,0.001735,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1966","1966","EUR","Euro","9","billions",,,0,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1967","1967","EUR","Euro","9","billions",,,0,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1968","1968","EUR","Euro","9","billions",,,0,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1969","1969","EUR","Euro","9","billions",,,0,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1970","1970","EUR","Euro","9","billions",,,0.0942,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1971","1971","EUR","Euro","9","billions",,,0.1078,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1972","1972","EUR","Euro","9","billions",,,0.1222,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1973","1973","EUR","Euro","9","billions",,,0.1385,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1974","1974","EUR","Euro","9","billions",,,0.1569,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1975","1975","EUR","Euro","9","billions",,,0.1665,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1976","1976","EUR","Euro","9","billions",,,0.1897,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1977","1977","EUR","Euro","9","billions",,,0.2167,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1978","1978","EUR","Euro","9","billions",,,0.2334,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1979","1979","EUR","Euro","9","billions",,,0.2767,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1980","1980","EUR","Euro","9","billions",,,0.2104,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1981","1981","EUR","Euro","9","billions",,,0.2802,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1982","1982","EUR","Euro","9","billions",,,0.2919,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1983","1983","EUR","Euro","9","billions",,,0.3483,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1984","1984","EUR","Euro","9","billions",,,0.3856,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1985","1985","EUR","Euro","9","billions",,,0.4017,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1986","1986","EUR","Euro","9","billions",,,0.4052,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1987","1987","EUR","Euro","9","billions",,,0.4192,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1988","1988","EUR","Euro","9","billions",,,0.5213,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1989","1989","EUR","Euro","9","billions",,,0.549,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1990","1990","EUR","Euro","9","billions",,,0.5991,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1991","1991","EUR","Euro","9","billions",,,0.687,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1992","1992","EUR","Euro","9","billions",,,0.7208,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1993","1993","EUR","Euro","9","billions",,,0.8063,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1994","1994","EUR","Euro","9","billions",,,0.8596,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1995","1995","EUR","Euro","9","billions",,,0.923,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1996","1996","EUR","Euro","9","billions",,,1.0404,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1997","1997","EUR","Euro","9","billions",,,1.1013,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1998","1998","EUR","Euro","9","billions",,,1.127,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","1999","1999","EUR","Euro","9","billions",,,1.1228,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2000","2000","EUR","Euro","9","billions",,,1.1644,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2001","2001","EUR","Euro","9","billions",,,1.1689,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2002","2002","EUR","Euro","9","billions",,,1.2878,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2003","2003","EUR","Euro","9","billions",,,1.3549,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2004","2004","EUR","Euro","9","billions",,,1.3622,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2005","2005","EUR","Euro","9","billions",,,3.8317,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2006","2006","EUR","Euro","9","billions",,,4.0122,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2007","2007","EUR","Euro","9","billions",,,4.1459,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2008","2008","EUR","Euro","9","billions",,,4.3256,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2009","2009","EUR","Euro","9","billions",,,4.439,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2010","2010","EUR","Euro","9","billions",,,4.6362,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2011","2011","EUR","Euro","9","billions",,,4.8682,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","BEL","Belgium","2012","2012","EUR","Euro","9","billions",,,4.889,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1965","1965","CAD","Canadian Dollar","9","billions",,,1.83,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1966","1966","CAD","Canadian Dollar","9","billions",,,2.051,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1967","1967","CAD","Canadian Dollar","9","billions",,,2.274,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1968","1968","CAD","Canadian Dollar","9","billions",,,2.548,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1969","1969","CAD","Canadian Dollar","9","billions",,,2.848,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1970","1970","CAD","Canadian Dollar","9","billions",,,3.073,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1971","1971","CAD","Canadian Dollar","9","billions",,,3.304,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1972","1972","CAD","Canadian Dollar","9","billions",,,3.568,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1973","1973","CAD","Canadian Dollar","9","billions",,,3.769,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1974","1974","CAD","Canadian Dollar","9","billions",,,4.213,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1975","1975","CAD","Canadian Dollar","9","billions",,,4.855,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1976","1976","CAD","Canadian Dollar","9","billions",,,5.765,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1977","1977","CAD","Canadian Dollar","9","billions",,,6.563,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1978","1978","CAD","Canadian Dollar","9","billions",,,7.126,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1979","1979","CAD","Canadian Dollar","9","billions",,,7.426,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1980","1980","CAD","Canadian Dollar","9","billions",,,8.315,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1981","1981","CAD","Canadian Dollar","9","billions",,,9.491,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1982","1982","CAD","Canadian Dollar","9","billions",,,10.184,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1983","1983","CAD","Canadian Dollar","9","billions",,,11.726,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1984","1984","CAD","Canadian Dollar","9","billions",,,12.378,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1985","1985","CAD","Canadian Dollar","9","billions",,,13.012,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1986","1986","CAD","Canadian Dollar","9","billions",,,13.963,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1987","1987","CAD","Canadian Dollar","9","billions",,,15.083,,
"NES","Total","4100","4100 Recurrent taxes on immovable property","TAXNAT","Tax revenue in national currency","CAN","Canada","1988","1988","CAD","Canadian Dollar","9","billions",,,16.280939,,
